R;c
0;2.1410081053556946
0.00625;2.14185237029455
0.0125;2.1443861947028076
0.018750000000000003;2.1486125213621357
0.025000000000000005;2.1545362766863994
0.03125000000000001;2.1621643676694755
0.037500000000000006;2.171505690436349
0.043750000000000004;2.1825711417657376
0.05;2.1953736332962235
0.05625;2.2099281083864897
0.0625;2.226251561640347
0.06875;2.244363061119168
0.07500000000000001;2.2642837732705083
0.08125000000000002;2.2860369906062776
0.08750000000000002;2.3096481621679352
0.09375000000000003;2.335144926820189
0.10000000000000003;2.362557149418581
0.10625000000000004;2.3919169599003363
0.11250000000000004;2.4232587953518863
0.11875000000000005;2.4566194451105674
0.12500000000000006;2.49203809896214
0.13125000000000006;2.52955639850007
0.13750000000000007;2.569218491716821
0.14375000000000007;2.611071090901854
0.15000000000000008;2.6551635339256126
0.15625000000000008;2.70154784899337
0.1625000000000001;2.7502788229576414
0.1687500000000001;2.801414073282761
0.1750000000000001;2.8550141237602076
0.1812500000000001;2.9111424840785087
0.1875000000000001;2.969865733356815
0.19375000000000012;3.031253607756725
0.20000000000000012;3.095379092292603
0.20625000000000013;3.1623185169663786
0.21250000000000013;3.2321516573588633
0.21875000000000014;3.3049618398157343
0.22500000000000014;3.3808360513727376
0.23125000000000015;3.459865054571216
0.23750000000000016;3.5421435073218315
0.24375000000000016;3.6277700879813906
0.25000000000000017;3.716847625814902
0.2562500000000002;3.8094832370224663
0.26250000000000023;3.90578846651835
0.26875000000000027;4.005879435657597
0.2750000000000003;4.109876996113793
0.28125000000000033;4.217906890120169
0.28750000000000037;4.330099917295134
0.2937500000000004;4.446592108282401
0.30000000000000043;4.567524905445531
0.30625000000000047;4.693045350866415
0.3125000000000005;4.8233062819075
0.31875000000000053;4.958466534608125
0.32500000000000057;5.098691155196244
0.3312500000000006;5.244151620008195
0.33750000000000063;5.395026064120936
0.34375000000000067;5.551499519013342
0.3500000000000007;5.713764159585863
0.35625000000000073;5.882019560880846
0.36250000000000077;6.0564729648595765
0.3687500000000008;6.23733955760605
0.37500000000000083;6.42484275734219
0.38125000000000087;6.61921451365447
0.3875000000000009;6.820695618347462
0.39375000000000093;7.029536028356411
0.40000000000000097;7.2459952011676565
0.406250000000001;7.470342443213455
0.41250000000000103;7.702857271726043
0.41875000000000107;7.9438297905545365
0.4250000000000011;8.193561080468157
0.43125000000000113;8.452363604489541
0.43750000000000117;8.720561628823084
0.4437500000000012;8.998491659965337
0.45000000000000123;9.286502898607216
0.45625000000000127;9.584957710961495
0.4625000000000013;9.894232118173713
0.46875000000000133;10.214716304500113
0.47500000000000137;10.546815144962697
0.4812500000000014;10.890948753219151
0.48750000000000143;11.24755305041382
0.49375000000000147;11.61708035580569
0.5;12.000000000000002
